# Force and moment coefficients
# dragDir       : (9.98814648e-01 0.00000000e+00 4.86754399e-02)
# sideDir       : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# liftDir       : (-4.86754399e-02 0.00000000e+00 9.98814648e-01)
# rollAxis      : (9.98814648e-01 0.00000000e+00 4.86754399e-02)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# yawAxis       : (-4.86754399e-02 0.00000000e+00 9.98814648e-01)
# magUInf       : 2.49796991e+02
# lRef          : 1.00000000e+00
# Aref          : 2.00000000e-03
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
791             	3.37230896e-02	1.68615448e-02	1.68615448e-02	9.30514907e-01	3.25072688e-01	6.05442219e-01	-1.40184766e-01	9.55840008e-21	-9.10470437e-20	9.06807703e-22	-9.05936398e-20	9.15004475e-20
792             	3.36912520e-02	1.68456260e-02	1.68456260e-02	9.30487462e-01	3.25145527e-01	6.05341935e-01	-1.40098204e-01	9.56091681e-21	-9.10814537e-20	7.77816561e-22	-9.06925454e-20	9.14703619e-20
793             	3.36594055e-02	1.68297028e-02	1.68297028e-02	9.30446100e-01	3.25215648e-01	6.05230453e-01	-1.40007403e-01	9.56323554e-21	-9.11129311e-20	6.53957612e-22	-9.07859523e-20	9.14399099e-20
794             	3.36274200e-02	1.68137100e-02	1.68137100e-02	9.30393963e-01	3.25284502e-01	6.05109461e-01	-1.39912479e-01	9.56568424e-21	-9.11481132e-20	5.21437346e-22	-9.08873945e-20	9.14088319e-20
795             	3.35956488e-02	1.67978244e-02	1.67978244e-02	9.30327071e-01	3.25350212e-01	6.04976859e-01	-1.39813324e-01	9.56789333e-21	-9.11814935e-20	3.92547992e-22	-9.09852195e-20	9.13777675e-20
796             	3.35638709e-02	1.67819355e-02	1.67819355e-02	9.30249541e-01	3.25414272e-01	6.04835269e-01	-1.39710499e-01	9.57020431e-21	-9.12180202e-20	2.56599561e-22	-9.10897204e-20	9.13463199e-20
797             	3.35322148e-02	1.67661074e-02	1.67661074e-02	9.30156569e-01	3.25474860e-01	6.04681708e-01	-1.39603424e-01	9.57229811e-21	-9.12524026e-20	1.24900584e-22	-9.11899523e-20	9.13148529e-20
798             	3.35006867e-02	1.67503434e-02	1.67503434e-02	9.30051385e-01	3.25533106e-01	6.04518280e-01	-1.39492587e-01	9.57449720e-21	-9.12908679e-20	-1.49894800e-23	-9.12983627e-20	9.12833732e-20
799             	3.34693310e-02	1.67346655e-02	1.67346655e-02	9.29931119e-01	3.25587679e-01	6.04343440e-01	-1.39377881e-01	9.57646365e-21	-9.13266904e-20	-1.49574263e-22	-9.14014775e-20	9.12519033e-20
800             	3.34381367e-02	1.67190683e-02	1.67190683e-02	9.29798151e-01	3.25639457e-01	6.04158694e-01	-1.39259618e-01	9.57855000e-21	-9.13664451e-20	-2.91819882e-22	-9.15123550e-20	9.12205351e-20
801             	3.34072461e-02	1.67036231e-02	1.67036231e-02	9.29650397e-01	3.25687261e-01	6.03963135e-01	-1.39137937e-01	9.58038696e-21	-9.14031563e-20	-4.27668876e-22	-9.16169907e-20	9.11893219e-20
802             	3.33764181e-02	1.66882091e-02	1.66882091e-02	9.29488921e-01	3.25732144e-01	6.03756777e-01	-1.39012316e-01	9.58235987e-21	-9.14433782e-20	-5.70088005e-22	-9.17284222e-20	9.11583342e-20
803             	3.33459084e-02	1.66729542e-02	1.66729542e-02	9.29312000e-01	3.25772332e-01	6.03539668e-01	-1.38883668e-01	9.58402904e-21	-9.14808307e-20	-7.06064263e-22	-9.18338628e-20	9.11277986e-20
804             	3.33154003e-02	1.66577001e-02	1.66577001e-02	9.29120999e-01	3.25809406e-01	6.03311593e-01	-1.38751093e-01	9.58584819e-21	-9.15212610e-20	-8.47376313e-22	-9.19449491e-20	9.10975728e-20
805             	3.32852423e-02	1.66426211e-02	1.66426211e-02	9.28914241e-01	3.25841301e-01	6.03072940e-01	-1.38615819e-01	9.58736554e-21	-9.15593280e-20	-9.82724255e-22	-9.20506901e-20	9.10679659e-20
806             	3.32549444e-02	1.66274722e-02	1.66274722e-02	9.28692050e-01	3.25869728e-01	6.02822322e-01	-1.38476297e-01	9.58905087e-21	-9.16000166e-20	-1.12260899e-21	-9.21613211e-20	9.10387121e-20
807             	3.32250405e-02	1.66125202e-02	1.66125202e-02	9.28454851e-01	3.25892899e-01	6.02561952e-01	-1.38334526e-01	9.59042491e-21	-9.16386285e-20	-1.25665861e-21	-9.22669578e-20	9.10102992e-20
808             	3.31950836e-02	1.65975418e-02	1.65975418e-02	9.28202012e-01	3.25912035e-01	6.02289976e-01	-1.38188970e-01	9.59194950e-21	-9.16805597e-20	-1.39607571e-21	-9.23785976e-20	9.09825218e-20
809             	3.31655067e-02	1.65827533e-02	1.65827533e-02	9.27934405e-01	3.25925743e-01	6.02008662e-01	-1.38041459e-01	9.59318198e-21	-9.17201109e-20	-1.52902415e-21	-9.24846229e-20	9.09555988e-20
810             	3.31358640e-02	1.65679320e-02	1.65679320e-02	9.27650799e-01	3.25935100e-01	6.01715698e-01	-1.37890299e-01	9.59456768e-21	-9.17630667e-20	-1.66719885e-21	-9.25966661e-20	9.09294672e-20
811             	3.31068330e-02	1.65534165e-02	1.65534165e-02	9.27354035e-01	3.25938829e-01	6.01415206e-01	-1.37738188e-01	9.59562159e-21	-9.18038390e-20	-1.79872267e-21	-9.27032003e-20	9.09044777e-20
812             	3.30777788e-02	1.65388894e-02	1.65388894e-02	9.27041493e-01	3.25938002e-01	6.01103490e-01	-1.37582744e-01	9.59682936e-21	-9.18471167e-20	-1.93366951e-21	-9.28139515e-20	9.08802820e-20
813             	3.30492889e-02	1.65246445e-02	1.65246445e-02	9.26715955e-01	3.25931451e-01	6.00784504e-01	-1.37426527e-01	9.59771376e-21	-9.18883055e-20	-2.06200293e-21	-9.29193070e-20	9.08573041e-20
814             	3.30206407e-02	1.65103203e-02	1.65103203e-02	9.26373974e-01	3.25920231e-01	6.00453743e-01	-1.37266756e-01	9.59876662e-21	-9.19320465e-20	-2.19366813e-21	-9.30288806e-20	9.08352124e-20
815             	3.29926310e-02	1.64963155e-02	1.64963155e-02	9.26019878e-01	3.25903107e-01	6.00116771e-01	-1.37106832e-01	9.59946424e-21	-9.19740934e-20	-2.31891564e-21	-9.31335512e-20	9.08146355e-20
816             	3.29643823e-02	1.64821911e-02	1.64821911e-02	9.25649032e-01	3.25881159e-01	5.99767873e-01	-1.36943357e-01	9.60035930e-21	-9.20184743e-20	-2.44717256e-21	-9.32420606e-20	9.07948881e-20
817             	3.29368639e-02	1.64684320e-02	1.64684320e-02	9.25267278e-01	3.25853236e-01	5.99414042e-01	-1.36780403e-01	9.60089358e-21	-9.20611522e-20	-2.56870340e-21	-9.33455039e-20	9.07768005e-20
818             	3.29090618e-02	1.64545309e-02	1.64545309e-02	9.24868784e-01	3.25820408e-01	5.99048375e-01	-1.36613983e-01	9.60164920e-21	-9.21060558e-20	-2.69298343e-21	-9.34525475e-20	9.07595641e-20
819             	3.28821180e-02	1.64410590e-02	1.64410590e-02	9.24460799e-01	3.25781598e-01	5.98679201e-01	-1.36448802e-01	9.60201782e-21	-9.21489204e-20	-2.80948691e-21	-9.35536638e-20	9.07441769e-20
820             	3.28549043e-02	1.64274521e-02	1.64274521e-02	9.24037367e-01	3.25737529e-01	5.98299838e-01	-1.36281155e-01	9.60247199e-21	-9.21924970e-20	-2.92579565e-21	-9.36553948e-20	9.07295992e-20
821             	3.28281863e-02	1.64140931e-02	1.64140931e-02	9.23601476e-01	3.25687872e-01	5.97913604e-01	-1.36112866e-01	9.60291990e-21	-9.22367746e-20	-3.03964905e-21	-9.37565991e-20	9.07169501e-20
822             	3.28024565e-02	1.64012282e-02	1.64012282e-02	9.23157542e-01	3.25632498e-01	5.97525044e-01	-1.35946273e-01	9.60302142e-21	-9.22806909e-20	-3.14911008e-21	-9.38552460e-20	9.07061359e-20
823             	3.27762052e-02	1.63881026e-02	1.63881026e-02	9.22698975e-01	3.25572222e-01	5.97126753e-01	-1.35777266e-01	9.60324420e-21	-9.23245997e-20	-3.25692204e-21	-9.39530607e-20	9.06961387e-20
824             	3.27504295e-02	1.63752147e-02	1.63752147e-02	9.22228316e-01	3.25506322e-01	5.96721994e-01	-1.35607836e-01	9.60346751e-21	-9.23690911e-20	-3.36165910e-21	-9.40499206e-20	9.06882615e-20
825             	3.27258598e-02	1.63629299e-02	1.63629299e-02	9.21752075e-01	3.25434871e-01	5.96317204e-01	-1.35441166e-01	9.60330532e-21	-9.24138097e-20	-3.46268682e-21	-9.41451531e-20	9.06824662e-20
826             	3.27005114e-02	1.63502557e-02	1.63502557e-02	9.21259864e-01	3.25359054e-01	5.95900811e-01	-1.35270879e-01	9.60348286e-21	-9.24597666e-20	-3.56489597e-21	-9.42422145e-20	9.06773186e-20
827             	3.26765171e-02	1.63382586e-02	1.63382586e-02	9.20763263e-01	3.25277337e-01	5.95485926e-01	-1.35104294e-01	9.60318082e-21	-9.25035250e-20	-3.65710828e-21	-9.43320791e-20	9.06749709e-20
828             	3.26521888e-02	1.63260944e-02	1.63260944e-02	9.20252786e-01	3.25190500e-01	5.95062285e-01	-1.34935892e-01	9.60302500e-21	-9.25477639e-20	-3.74862841e-21	-9.44220781e-20	9.06734497e-20
829             	3.26282978e-02	1.63141489e-02	1.63141489e-02	9.19731482e-01	3.25098475e-01	5.94633007e-01	-1.34767266e-01	9.60289298e-21	-9.25930982e-20	-3.83838486e-21	-9.45122906e-20	9.06739057e-20
830             	3.26055114e-02	1.63027557e-02	1.63027557e-02	9.19207023e-01	3.25001213e-01	5.94205810e-01	-1.34602298e-01	9.60240131e-21	-9.26372592e-20	-3.92103945e-21	-9.45977789e-20	9.06767395e-20
831             	3.25822893e-02	1.62911446e-02	1.62911446e-02	9.18669861e-01	3.24899135e-01	5.93770726e-01	-1.34435795e-01	9.60207668e-21	-9.26814180e-20	-4.00183293e-21	-9.46823344e-20	9.06805015e-20
832             	3.25596881e-02	1.62798440e-02	1.62798440e-02	9.18123031e-01	3.24791855e-01	5.93331176e-01	-1.34269661e-01	9.60175873e-21	-9.27260078e-20	-4.07940244e-21	-9.47657090e-20	9.06863066e-20
833             	3.25384799e-02	1.62692399e-02	1.62692399e-02	9.17576676e-01	3.24679732e-01	5.92896944e-01	-1.34108606e-01	9.60104169e-21	-9.27693407e-20	-4.14976236e-21	-9.48442218e-20	9.06944595e-20
834             	3.25166652e-02	1.62583326e-02	1.62583326e-02	9.17018463e-01	3.24563287e-01	5.92455176e-01	-1.33945944e-01	9.60052338e-21	-9.28125325e-20	-4.21799029e-21	-9.49215277e-20	9.07035374e-20
835             	3.24954482e-02	1.62477241e-02	1.62477241e-02	9.16451568e-01	3.24442112e-01	5.92009455e-01	-1.33783672e-01	9.59999690e-21	-9.28558263e-20	-4.28228412e-21	-9.49969684e-20	9.07146842e-20
836             	3.24755566e-02	1.62377783e-02	1.62377783e-02	9.15887517e-01	3.24316655e-01	5.91570862e-01	-1.33627103e-01	9.59908081e-21	-9.28981712e-20	-4.33987832e-21	-9.50681103e-20	9.07282320e-20
837             	3.24549804e-02	1.62274902e-02	1.62274902e-02	9.15312185e-01	3.24187249e-01	5.91124936e-01	-1.33468843e-01	9.59840444e-21	-9.29404116e-20	-4.39543842e-21	-9.51381308e-20	9.07426923e-20
838             	3.24350623e-02	1.62175312e-02	1.62175312e-02	9.14730140e-01	3.24053652e-01	5.90676488e-01	-1.33311418e-01	9.59771766e-21	-9.29835177e-20	-4.44860193e-21	-9.52078187e-20	9.07592168e-20
839             	3.24167106e-02	1.62083553e-02	1.62083553e-02	9.14153963e-01	3.23916105e-01	5.90237858e-01	-1.33160877e-01	9.59663468e-21	-9.30247619e-20	-4.49328062e-21	-9.52714023e-20	9.07781216e-20
840             	3.23976596e-02	1.61988298e-02	1.61988298e-02	9.13567808e-01	3.23774966e-01	5.89792841e-01	-1.33008938e-01	9.59580914e-21	-9.30664930e-20	-4.53721568e-21	-9.53351008e-20	9.07978851e-20
841             	3.23793037e-02	1.61896519e-02	1.61896519e-02	9.12976381e-01	3.23630091e-01	5.89346291e-01	-1.32858100e-01	9.59496421e-21	-9.31080959e-20	-4.57731295e-21	-9.53967523e-20	9.08194394e-20
842             	3.23625059e-02	1.61812530e-02	1.61812530e-02	9.12392248e-01	3.23481574e-01	5.88910675e-01	-1.32714550e-01	9.59373070e-21	-9.31479207e-20	-4.60910616e-21	-9.54524738e-20	9.08433676e-20
843             	3.23444432e-02	1.61722216e-02	1.61722216e-02	9.11795914e-01	3.23330038e-01	5.88465876e-01	-1.32567919e-01	9.59293370e-21	-9.31904191e-20	-4.64560648e-21	-9.55132223e-20	9.08676158e-20
844             	3.23284657e-02	1.61642328e-02	1.61642328e-02	9.11207608e-01	3.23175116e-01	5.88032492e-01	-1.32428688e-01	9.59162193e-21	-9.32295774e-20	-4.66908473e-21	-9.55641197e-20	9.08950350e-20
845             	3.23120456e-02	1.61560228e-02	1.61560228e-02	9.10613093e-01	3.23017107e-01	5.87595986e-01	-1.32289439e-01	9.59052697e-21	-9.32688414e-20	-4.69180908e-21	-9.56147460e-20	9.09229369e-20
846             	3.22964496e-02	1.61482248e-02	1.61482248e-02	9.10020383e-01	3.22856265e-01	5.87164118e-01	-1.32153926e-01	9.58930972e-21	-9.33078396e-20	-4.71031255e-21	-9.56629959e-20	9.09526833e-20
847             	3.22812686e-02	1.61406343e-02	1.61406343e-02	9.09427666e-01	3.22692632e-01	5.86735034e-01	-1.32021201e-01	9.58809125e-21	-9.33461853e-20	-4.72480418e-21	-9.57085874e-20	9.09837833e-20
848             	3.22665869e-02	1.61332935e-02	1.61332935e-02	9.08836576e-01	3.22526625e-01	5.86309951e-01	-1.31891663e-01	9.58682566e-21	-9.33841766e-20	-4.73545107e-21	-9.57519022e-20	9.10164511e-20
849             	3.22522993e-02	1.61261497e-02	1.61261497e-02	9.08247201e-01	3.22358454e-01	5.85888747e-01	-1.31765146e-01	9.58556819e-21	-9.34215690e-20	-4.74239968e-21	-9.57927689e-20	9.10503692e-20
850             	3.22385665e-02	1.61192832e-02	1.61192832e-02	9.07660706e-01	3.22188242e-01	5.85472464e-01	-1.31642111e-01	9.58427046e-21	-9.34589044e-20	-4.74617249e-21	-9.58319906e-20	9.10858182e-20
851             	3.22251989e-02	1.61125994e-02	1.61125994e-02	9.07076811e-01	3.22016194e-01	5.85060617e-01	-1.31522212e-01	9.58298945e-21	-9.34955403e-20	-4.74630752e-21	-9.58686940e-20	9.11223865e-20
852             	3.22124556e-02	1.61062278e-02	1.61062278e-02	9.06497478e-01	3.21842511e-01	5.84654967e-01	-1.31406228e-01	9.58165205e-21	-9.35317739e-20	-4.74269731e-21	-9.59031226e-20	9.11604252e-20
853             	3.21999882e-02	1.60999941e-02	1.60999941e-02	9.05921646e-01	3.21667503e-01	5.84254143e-01	-1.31293320e-01	9.58034625e-21	-9.35670636e-20	-4.73521933e-21	-9.59346732e-20	9.11994539e-20
854             	3.21879866e-02	1.60939933e-02	1.60939933e-02	9.05350477e-01	3.21491216e-01	5.83859261e-01	-1.31184023e-01	9.57899989e-21	-9.36022013e-20	-4.72460634e-21	-9.59645044e-20	9.12398981e-20
855             	3.21762656e-02	1.60881328e-02	1.60881328e-02	9.04783694e-01	3.21313832e-01	5.83469862e-01	-1.31078015e-01	9.57767397e-21	-9.36368240e-20	-4.71088013e-21	-9.59922641e-20	9.12813840e-20
856             	3.21648508e-02	1.60824254e-02	1.60824254e-02	9.04222322e-01	3.21135616e-01	5.83086705e-01	-1.30975545e-01	9.57634306e-21	-9.36709207e-20	-4.69390354e-21	-9.60178725e-20	9.13239690e-20
857             	3.21538680e-02	1.60769340e-02	1.60769340e-02	9.03667740e-01	3.20956804e-01	5.82710936e-01	-1.30877066e-01	9.57501778e-21	-9.37043210e-20	-4.67351109e-21	-9.60410766e-20	9.13675655e-20
858             	3.21432439e-02	1.60716220e-02	1.60716220e-02	9.03119992e-01	3.20777540e-01	5.82342453e-01	-1.30782456e-01	9.57369570e-21	-9.37371185e-20	-4.64987894e-21	-9.60620580e-20	9.14121791e-20
859             	3.21328399e-02	1.60664199e-02	1.60664199e-02	9.02579069e-01	3.20598066e-01	5.81981004e-01	-1.30691469e-01	9.57240971e-21	-9.37695680e-20	-4.62383279e-21	-9.60814844e-20	9.14576516e-20
860             	3.21227194e-02	1.60613597e-02	1.60613597e-02	9.02045898e-01	3.20418529e-01	5.81627369e-01	-1.30604420e-01	9.57112588e-21	-9.38014142e-20	-4.59479075e-21	-9.60988096e-20	9.15040188e-20
861             	3.21127502e-02	1.60563751e-02	1.60563751e-02	9.01520420e-01	3.20239177e-01	5.81281243e-01	-1.30521033e-01	9.56989815e-21	-9.38330116e-20	-4.56386403e-21	-9.61149436e-20	9.15510796e-20
862             	3.21031879e-02	1.60515939e-02	1.60515939e-02	9.01004643e-01	3.20060226e-01	5.80944417e-01	-1.30442095e-01	9.56867135e-21	-9.38637951e-20	-4.52972347e-21	-9.61286569e-20	9.15989334e-20
863             	3.20932098e-02	1.60466049e-02	1.60466049e-02	9.00495163e-01	3.19882602e-01	5.80612561e-01	-1.30364979e-01	9.56765879e-21	-9.38953280e-20	-4.49818093e-21	-9.61444184e-20	9.16462375e-20
864             	3.20848183e-02	1.60424091e-02	1.60424091e-02	9.00002911e-01	3.19705151e-01	5.80297760e-01	-1.30296304e-01	9.56633704e-21	-9.39246619e-20	-4.45717235e-21	-9.61532481e-20	9.16960757e-20
865             	3.20752937e-02	1.60376469e-02	1.60376469e-02	8.99512644e-01	3.19528785e-01	5.79983859e-01	-1.30227537e-01	9.56537274e-21	-9.39552000e-20	-4.41983384e-21	-9.61651169e-20	9.17452830e-20
866             	3.20659390e-02	1.60329695e-02	1.60329695e-02	8.99033381e-01	3.19355053e-01	5.79678328e-01	-1.30161637e-01	9.56447184e-21	-9.39847230e-20	-4.38151496e-21	-9.61754805e-20	9.17939655e-20
867             	3.20583958e-02	1.60291979e-02	1.60291979e-02	8.98575268e-01	3.19181661e-01	5.79393608e-01	-1.30105974e-01	9.56325323e-21	-9.40121958e-20	-4.33464896e-21	-9.61795203e-20	9.18448714e-20
868             	3.20488879e-02	1.60244440e-02	1.60244440e-02	8.98117673e-01	3.19010110e-01	5.79107563e-01	-1.30048726e-01	9.56256506e-21	-9.40423844e-20	-4.29672784e-21	-9.61907483e-20	9.18940205e-20
869             	3.20416176e-02	1.60208088e-02	1.60208088e-02	8.97682456e-01	3.18840537e-01	5.78841919e-01	-1.30000691e-01	9.56145218e-21	-9.40669062e-20	-4.24297001e-21	-9.61883912e-20	9.19454212e-20
870             	3.20335287e-02	1.60167643e-02	1.60167643e-02	8.97254161e-01	3.18672888e-01	5.78581272e-01	-1.29954192e-01	9.56063231e-21	-9.40934472e-20	-4.19469512e-21	-9.61907948e-20	9.19960997e-20
871             	3.20250315e-02	1.60125157e-02	1.60125157e-02	8.96837995e-01	3.18508566e-01	5.78329428e-01	-1.29910431e-01	9.55996730e-21	-9.41199676e-20	-4.14859315e-21	-9.61942642e-20	9.20456710e-20
872             	3.20181462e-02	1.60090731e-02	1.60090731e-02	8.96442069e-01	3.18345928e-01	5.78096142e-01	-1.29875107e-01	9.55904029e-21	-9.41429463e-20	-4.09151387e-21	-9.61887032e-20	9.20971893e-20
873             	3.20103630e-02	1.60051815e-02	1.60051815e-02	8.96053469e-01	3.18186068e-01	5.77867401e-01	-1.29840666e-01	9.55841982e-21	-9.41675646e-20	-4.03941840e-21	-9.61872738e-20	9.21478553e-20
874             	3.20023184e-02	1.60011592e-02	1.60011592e-02	8.95678593e-01	3.18030665e-01	5.77647928e-01	-1.29808632e-01	9.55790958e-21	-9.41902962e-20	-3.98657103e-21	-9.61835817e-20	9.21970107e-20
875             	3.19959439e-02	1.59979719e-02	1.59979719e-02	8.95325123e-01	3.17876815e-01	5.77448308e-01	-1.29785747e-01	9.55713174e-21	-9.42116001e-20	-3.92672215e-21	-9.61749612e-20	9.22482390e-20
876             	3.19872408e-02	1.59936204e-02	1.59936204e-02	8.94973354e-01	3.17726089e-01	5.77247265e-01	-1.29760588e-01	9.55689631e-21	-9.42346111e-20	-3.87553845e-21	-9.61723803e-20	9.22968418e-20
877             	3.19808772e-02	1.59904386e-02	1.59904386e-02	8.94646135e-01	3.17578602e-01	5.77067533e-01	-1.29744466e-01	9.55624145e-21	-9.42533039e-20	-3.81120134e-21	-9.61589046e-20	9.23477032e-20
878             	3.19725626e-02	1.59862813e-02	1.59862813e-02	8.94324398e-01	3.17435068e-01	5.76889330e-01	-1.29727131e-01	9.55609075e-21	-9.42741029e-20	-3.75703213e-21	-9.61526189e-20	9.23955868e-20
879             	3.19658091e-02	1.59829046e-02	1.59829046e-02	8.94022872e-01	3.17294259e-01	5.76728613e-01	-1.29717177e-01	9.55563827e-21	-9.42924317e-20	-3.69387370e-21	-9.61393685e-20	9.24454948e-20
880             	3.19571133e-02	1.59785567e-02	1.59785567e-02	8.93728362e-01	3.17157927e-01	5.76570435e-01	-1.29706254e-01	9.55567385e-21	-9.43124673e-20	-3.64018657e-21	-9.61325606e-20	9.24923740e-20
881             	3.19502684e-02	1.59751342e-02	1.59751342e-02	8.93455644e-01	3.17024860e-01	5.76430784e-01	-1.29702962e-01	9.55537687e-21	-9.43291343e-20	-3.57596695e-21	-9.61171178e-20	9.25411508e-20
882             	3.19422351e-02	1.59711176e-02	1.59711176e-02	8.93191608e-01	3.16895862e-01	5.76295746e-01	-1.29699942e-01	9.55542093e-21	-9.43476216e-20	-3.51868575e-21	-9.61069645e-20	9.25882787e-20
883             	3.19335113e-02	1.59667557e-02	1.59667557e-02	8.92942569e-01	3.16772665e-01	5.76169904e-01	-1.29698619e-01	9.55560759e-21	-9.43648859e-20	-3.46341028e-21	-9.60965910e-20	9.26331807e-20
884             	3.19262626e-02	1.59631313e-02	1.59631313e-02	8.92713042e-01	3.16651968e-01	5.76061074e-01	-1.29704553e-01	9.55556592e-21	-9.43802082e-20	-3.40116627e-21	-9.60807913e-20	9.26796250e-20
885             	3.19167202e-02	1.59583601e-02	1.59583601e-02	8.92487032e-01	3.16535637e-01	5.75951395e-01	-1.29707879e-01	9.55603220e-21	-9.43992284e-20	-3.35216825e-21	-9.60753125e-20	9.27231443e-20
886             	3.19091945e-02	1.59545973e-02	1.59545973e-02	8.92284015e-01	3.16423303e-01	5.75860712e-01	-1.29718705e-01	9.55611981e-21	-9.44138098e-20	-3.29094216e-21	-9.60592809e-20	9.27683387e-20
887             	3.18998234e-02	1.59499117e-02	1.59499117e-02	8.92088641e-01	3.16316135e-01	5.75772506e-01	-1.29728186e-01	9.55666596e-21	-9.44317620e-20	-3.24293073e-21	-9.60532274e-20	9.28102966e-20
888             	3.18920276e-02	1.59460138e-02	1.59460138e-02	8.91913195e-01	3.16212572e-01	5.75700623e-01	-1.29744026e-01	9.55693752e-21	-9.44470547e-20	-3.18638072e-21	-9.60402451e-20	9.28538643e-20
889             	3.18821473e-02	1.59410736e-02	1.59410736e-02	8.91743735e-01	3.16114187e-01	5.75629548e-01	-1.29757680e-01	9.55767879e-21	-9.44643009e-20	-3.14079035e-21	-9.60346960e-20	9.28939057e-20
890             	3.18741023e-02	1.59370512e-02	1.59370512e-02	8.91595806e-01	3.16019894e-01	5.75575912e-01	-1.29778009e-01	9.55809409e-21	-9.44793020e-20	-3.08744003e-21	-9.60230221e-20	9.29355820e-20
891             	3.18647540e-02	1.59323770e-02	1.59323770e-02	8.91455142e-01	3.15930316e-01	5.75524826e-01	-1.29797255e-01	9.55886608e-21	-9.44955492e-20	-3.04119792e-21	-9.60161482e-20	9.29749502e-20
892             	3.18551258e-02	1.59275629e-02	1.59275629e-02	8.91333184e-01	3.15847711e-01	5.75485473e-01	-1.29818881e-01	9.55969200e-21	-9.45105315e-20	-2.99713359e-21	-9.60090983e-20	9.30119647e-20
893             	3.18464329e-02	1.59232165e-02	1.59232165e-02	8.91224660e-01	3.15767889e-01	5.75456771e-01	-1.29844441e-01	9.56041521e-21	-9.45242910e-20	-2.94903654e-21	-9.59988093e-20	9.30497728e-20
894             	3.18356878e-02	1.59178439e-02	1.59178439e-02	8.91120799e-01	3.15693211e-01	5.75427589e-01	-1.29867189e-01	9.56153941e-21	-9.45402789e-20	-2.91186924e-21	-9.59962135e-20	9.30843443e-20
895             	3.18265806e-02	1.59132903e-02	1.59132903e-02	8.91036512e-01	3.15623174e-01	5.75413338e-01	-1.29895082e-01	9.56238011e-21	-9.45531728e-20	-2.86645280e-21	-9.59863992e-20	9.31199464e-20
896             	3.18156820e-02	1.59078410e-02	1.59078410e-02	8.90959643e-01	3.15559021e-01	5.75400621e-01	-1.29920800e-01	9.56362678e-21	-9.45678126e-20	-2.83193075e-21	-9.59837780e-20	9.31518472e-20
