# Region type : patch farfield
# Faces         : 1280
# Area          : 4.29356266e-01
# Scale factor  : 1.00000000e+00
# Time          	areaAverage(p)	areaAverage(T)	areaAverage(U)
1578            	3.85418030e+04	2.88164026e+02	(2.49492185e+02 -7.53991269e-16 1.16551452e+01)
1579            	3.85414668e+04	2.88164227e+02	(2.49490035e+02 -7.53991212e-16 1.16550229e+01)
1580            	3.85411351e+04	2.88164443e+02	(2.49487913e+02 -7.53992536e-16 1.16549076e+01)
1581            	3.85408081e+04	2.88164651e+02	(2.49485830e+02 -7.53994164e-16 1.16548130e+01)
1582            	3.85404864e+04	2.88164878e+02	(2.49483794e+02 -7.53996146e-16 1.16547279e+01)
1583            	3.85401697e+04	2.88165121e+02	(2.49481800e+02 -7.53998786e-16 1.16546514e+01)
1584            	3.85398595e+04	2.88165357e+02	(2.49479856e+02 -7.54000365e-16 1.16545973e+01)
1585            	3.85395551e+04	2.88165611e+02	(2.49477961e+02 -7.54001956e-16 1.16545505e+01)
1586            	3.85392586e+04	2.88165872e+02	(2.49476124e+02 -7.54002893e-16 1.16545224e+01)
1587            	3.85389702e+04	2.88166143e+02	(2.49474331e+02 -7.54004017e-16 1.16545011e+01)
1588            	3.85386903e+04	2.88166416e+02	(2.49472595e+02 -7.54004058e-16 1.16544876e+01)
1589            	3.85384195e+04	2.88166692e+02	(2.49470915e+02 -7.54003635e-16 1.16544832e+01)
1590            	3.85381584e+04	2.88166972e+02	(2.49469295e+02 -7.54004097e-16 1.16544878e+01)
1591            	3.85379074e+04	2.88167255e+02	(2.49467738e+02 -7.54005008e-16 1.16545006e+01)
1592            	3.85376672e+04	2.88167540e+02	(2.49466248e+02 -7.54005712e-16 1.16545209e+01)
1593            	3.85374378e+04	2.88167825e+02	(2.49464827e+02 -7.54006215e-16 1.16545484e+01)
1594            	3.85372199e+04	2.88168111e+02	(2.49463480e+02 -7.54006374e-16 1.16545830e+01)
1595            	3.85370138e+04	2.88168396e+02	(2.49462206e+02 -7.54006937e-16 1.16546245e+01)
1596            	3.85368199e+04	2.88168682e+02	(2.49461009e+02 -7.54006992e-16 1.16546736e+01)
1597            	3.85366386e+04	2.88168967e+02	(2.49459893e+02 -7.54007863e-16 1.16547304e+01)
1598            	3.85364701e+04	2.88169251e+02	(2.49458859e+02 -7.54008824e-16 1.16547952e+01)
1599            	3.85363147e+04	2.88169535e+02	(2.49457908e+02 -7.54010342e-16 1.16548671e+01)
1600            	3.85361726e+04	2.88169817e+02	(2.49457043e+02 -7.54011682e-16 1.16549453e+01)
1601            	3.85360441e+04	2.88170097e+02	(2.49456261e+02 -7.54013833e-16 1.16550292e+01)
1602            	3.85359293e+04	2.88170376e+02	(2.49455564e+02 -7.54015648e-16 1.16551189e+01)
1603            	3.85358278e+04	2.88170652e+02	(2.49454954e+02 -7.54018114e-16 1.16552149e+01)
1604            	3.85357402e+04	2.88170924e+02	(2.49454431e+02 -7.54020334e-16 1.16553172e+01)
1605            	3.85356664e+04	2.88171193e+02	(2.49453996e+02 -7.54022451e-16 1.16554247e+01)
1606            	3.85356064e+04	2.88171455e+02	(2.49453653e+02 -7.54024411e-16 1.16555368e+01)
1607            	3.85355598e+04	2.88171712e+02	(2.49453398e+02 -7.54027100e-16 1.16556500e+01)
1608            	3.85355274e+04	2.88171972e+02	(2.49453243e+02 -7.54029419e-16 1.16557721e+01)
1609            	3.85355089e+04	2.88172220e+02	(2.49453174e+02 -7.54032113e-16 1.16558958e+01)
1610            	3.85355032e+04	2.88172460e+02	(2.49453203e+02 -7.54034767e-16 1.16560185e+01)
1611            	3.85355122e+04	2.88172701e+02	(2.49453329e+02 -7.54037318e-16 1.16561480e+01)
1612            	3.85355352e+04	2.88172932e+02	(2.49453535e+02 -7.54039221e-16 1.16562770e+01)
1613            	3.85355718e+04	2.88173165e+02	(2.49453841e+02 -7.54041517e-16 1.16564117e+01)
1614            	3.85356223e+04	2.88173376e+02	(2.49454226e+02 -7.54042927e-16 1.16565480e+01)
1615            	3.85356858e+04	2.88173576e+02	(2.49454699e+02 -7.54044517e-16 1.16566837e+01)
1616            	3.85357634e+04	2.88173780e+02	(2.49455263e+02 -7.54045945e-16 1.16568252e+01)
1617            	3.85358540e+04	2.88173966e+02	(2.49455901e+02 -7.54047673e-16 1.16569694e+01)
1618            	3.85359567e+04	2.88174137e+02	(2.49456626e+02 -7.54048923e-16 1.16571134e+01)
1619            	3.85360729e+04	2.88174311e+02	(2.49457442e+02 -7.54050784e-16 1.16572616e+01)
1620            	3.85362020e+04	2.88174472e+02	(2.49458325e+02 -7.54052170e-16 1.16574101e+01)
1621            	3.85363433e+04	2.88174636e+02	(2.49459299e+02 -7.54054021e-16 1.16575620e+01)
1622            	3.85364965e+04	2.88174776e+02	(2.49460343e+02 -7.54055491e-16 1.16577144e+01)
1623            	3.85366613e+04	2.88174923e+02	(2.49461467e+02 -7.54057456e-16 1.16578706e+01)
1624            	3.85368372e+04	2.88175047e+02	(2.49462652e+02 -7.54059011e-16 1.16580277e+01)
1625            	3.85370237e+04	2.88175172e+02	(2.49463913e+02 -7.54061005e-16 1.16581871e+01)
1626            	3.85372201e+04	2.88175272e+02	(2.49465226e+02 -7.54062560e-16 1.16583488e+01)
1627            	3.85374256e+04	2.88175356e+02	(2.49466603e+02 -7.54064182e-16 1.16585109e+01)
1628            	3.85376411e+04	2.88175443e+02	(2.49468044e+02 -7.54066139e-16 1.16586727e+01)
1629            	3.85378660e+04	2.88175507e+02	(2.49469523e+02 -7.54067754e-16 1.16588345e+01)
1630            	3.85380991e+04	2.88175568e+02	(2.49471061e+02 -7.54069555e-16 1.16589955e+01)
1631            	3.85383407e+04	2.88175602e+02	(2.49472643e+02 -7.54071173e-16 1.16591561e+01)
1632            	3.85385898e+04	2.88175641e+02	(2.49474274e+02 -7.54072938e-16 1.16593147e+01)
1633            	3.85388455e+04	2.88175657e+02	(2.49475939e+02 -7.54074396e-16 1.16594739e+01)
1634            	3.85391073e+04	2.88175658e+02	(2.49477649e+02 -7.54075544e-16 1.16596318e+01)
1635            	3.85393756e+04	2.88175669e+02	(2.49479399e+02 -7.54077189e-16 1.16597846e+01)
1636            	3.85396491e+04	2.88175662e+02	(2.49481173e+02 -7.54078986e-16 1.16599371e+01)
1637            	3.85399267e+04	2.88175639e+02	(2.49482982e+02 -7.54080603e-16 1.16600880e+01)
1638            	3.85402093e+04	2.88175626e+02	(2.49484824e+02 -7.54082493e-16 1.16602317e+01)
1639            	3.85404967e+04	2.88175596e+02	(2.49486678e+02 -7.54083976e-16 1.16603742e+01)
1640            	3.85407870e+04	2.88175564e+02	(2.49488558e+02 -7.54085621e-16 1.16605105e+01)
1641            	3.85410802e+04	2.88175509e+02	(2.49490451e+02 -7.54087026e-16 1.16606457e+01)
1642            	3.85413758e+04	2.88175444e+02	(2.49492357e+02 -7.54088193e-16 1.16607780e+01)
1643            	3.85416736e+04	2.88175372e+02	(2.49494278e+02 -7.54089158e-16 1.16609064e+01)
1644            	3.85419729e+04	2.88175308e+02	(2.49496206e+02 -7.54090534e-16 1.16610235e+01)
1645            	3.85422727e+04	2.88175221e+02	(2.49498129e+02 -7.54091642e-16 1.16611378e+01)
1646            	3.85425724e+04	2.88175119e+02	(2.49500058e+02 -7.54092263e-16 1.16612488e+01)
1647            	3.85428717e+04	2.88175027e+02	(2.49501983e+02 -7.54092772e-16 1.16613474e+01)
1648            	3.85431700e+04	2.88174918e+02	(2.49503896e+02 -7.54092517e-16 1.16614424e+01)
1649            	3.85434667e+04	2.88174792e+02	(2.49505802e+02 -7.54092019e-16 1.16615337e+01)
1650            	3.85437614e+04	2.88174677e+02	(2.49507694e+02 -7.54092044e-16 1.16616112e+01)
1651            	3.85440534e+04	2.88174544e+02	(2.49509566e+02 -7.54092402e-16 1.16616852e+01)
1652            	3.85443425e+04	2.88174396e+02	(2.49511422e+02 -7.54092883e-16 1.16617557e+01)
1653            	3.85446280e+04	2.88174258e+02	(2.49513253e+02 -7.54094001e-16 1.16618112e+01)
1654            	3.85449096e+04	2.88174103e+02	(2.49515054e+02 -7.54095076e-16 1.16618616e+01)
1655            	3.85451871e+04	2.88173937e+02	(2.49516829e+02 -7.54095784e-16 1.16619071e+01)
1656            	3.85454594e+04	2.88173780e+02	(2.49518569e+02 -7.54097357e-16 1.16619356e+01)
1657            	3.85457262e+04	2.88173610e+02	(2.49520270e+02 -7.54099389e-16 1.16619580e+01)
1658            	3.85459876e+04	2.88173429e+02	(2.49521932e+02 -7.54102029e-16 1.16619755e+01)
1659            	3.85462424e+04	2.88173258e+02	(2.49523549e+02 -7.54104630e-16 1.16619760e+01)
1660            	3.85464906e+04	2.88173074e+02	(2.49525118e+02 -7.54106857e-16 1.16619702e+01)
1661            	3.85467321e+04	2.88172882e+02	(2.49526640e+02 -7.54108577e-16 1.16619593e+01)
1662            	3.85469658e+04	2.88172696e+02	(2.49528108e+02 -7.54110424e-16 1.16619312e+01)
1663            	3.85471915e+04	2.88172499e+02	(2.49529520e+02 -7.54112316e-16 1.16618963e+01)
1664            	3.85474096e+04	2.88172295e+02	(2.49530878e+02 -7.54114123e-16 1.16618561e+01)
1665            	3.85476187e+04	2.88172097e+02	(2.49532172e+02 -7.54116405e-16 1.16617977e+01)
1666            	3.85478187e+04	2.88171889e+02	(2.49533407e+02 -7.54118072e-16 1.16617322e+01)
1667            	3.85480101e+04	2.88171676e+02	(2.49534578e+02 -7.54119396e-16 1.16616617e+01)
1668            	3.85481914e+04	2.88171467e+02	(2.49535683e+02 -7.54120096e-16 1.16615745e+01)
1669            	3.85483628e+04	2.88171251e+02	(2.49536722e+02 -7.54120300e-16 1.16614811e+01)
1670            	3.85485250e+04	2.88171034e+02	(2.49537693e+02 -7.54119143e-16 1.16613834e+01)
1671            	3.85486763e+04	2.88170820e+02	(2.49538590e+02 -7.54117253e-16 1.16612692e+01)
1672            	3.85488170e+04	2.88170600e+02	(2.49539421e+02 -7.54114737e-16 1.16611491e+01)
1673            	3.85489477e+04	2.88170380e+02	(2.49540182e+02 -7.54112304e-16 1.16610252e+01)
1674            	3.85490670e+04	2.88170162e+02	(2.49540868e+02 -7.54109418e-16 1.16608862e+01)
1675            	3.85491755e+04	2.88169942e+02	(2.49541485e+02 -7.54106652e-16 1.16607439e+01)
1676            	3.85492724e+04	2.88169718e+02	(2.49542028e+02 -7.54104292e-16 1.16605897e+01)
1677            	3.85493580e+04	2.88169501e+02	(2.49542500e+02 -7.54101606e-16 1.16604297e+01)
1678            	3.85494321e+04	2.88169286e+02	(2.49542897e+02 -7.54099063e-16 1.16602633e+01)
1679            	3.85494944e+04	2.88169073e+02	(2.49543223e+02 -7.54096702e-16 1.16600895e+01)
1680            	3.85495449e+04	2.88168862e+02	(2.49543473e+02 -7.54093937e-16 1.16599081e+01)
1681            	3.85495833e+04	2.88168654e+02	(2.49543653e+02 -7.54091622e-16 1.16597201e+01)
1682            	3.85496099e+04	2.88168448e+02	(2.49543756e+02 -7.54089123e-16 1.16595257e+01)
1683            	3.85496245e+04	2.88168244e+02	(2.49543789e+02 -7.54086725e-16 1.16593252e+01)
1684            	3.85496274e+04	2.88168044e+02	(2.49543747e+02 -7.54084231e-16 1.16591207e+01)
1685            	3.85496181e+04	2.88167838e+02	(2.49543630e+02 -7.54081425e-16 1.16589061e+01)
1686            	3.85495971e+04	2.88167644e+02	(2.49543449e+02 -7.54078846e-16 1.16586893e+01)
1687            	3.85495644e+04	2.88167445e+02	(2.49543191e+02 -7.54076208e-16 1.16584645e+01)
1688            	3.85495199e+04	2.88167260e+02	(2.49542870e+02 -7.54073758e-16 1.16582375e+01)
1689            	3.85494637e+04	2.88167069e+02	(2.49542475e+02 -7.54071218e-16 1.16580042e+01)
1690            	3.85493964e+04	2.88166893e+02	(2.49542017e+02 -7.54068703e-16 1.16577692e+01)
1691            	3.85493178e+04	2.88166712e+02	(2.49541488e+02 -7.54066188e-16 1.16575288e+01)
1692            	3.85492283e+04	2.88166547e+02	(2.49540899e+02 -7.54064000e-16 1.16572875e+01)
1693            	3.85491282e+04	2.88166377e+02	(2.49540240e+02 -7.54061592e-16 1.16570424e+01)
1694            	3.85490176e+04	2.88166224e+02	(2.49539521e+02 -7.54059029e-16 1.16567969e+01)
1695            	3.85488970e+04	2.88166065e+02	(2.49538733e+02 -7.54056379e-16 1.16565485e+01)
1696            	3.85487665e+04	2.88165926e+02	(2.49537890e+02 -7.54054052e-16 1.16563005e+01)
1697            	3.85486265e+04	2.88165781e+02	(2.49536979e+02 -7.54051724e-16 1.16560519e+01)
1698            	3.85484772e+04	2.88165654e+02	(2.49536015e+02 -7.54049481e-16 1.16558048e+01)
1699            	3.85483190e+04	2.88165519e+02	(2.49534987e+02 -7.54047045e-16 1.16555590e+01)
1700            	3.85481519e+04	2.88165405e+02	(2.49533908e+02 -7.54044801e-16 1.16553156e+01)
1701            	3.85479766e+04	2.88165283e+02	(2.49532767e+02 -7.54042625e-16 1.16550754e+01)
1702            	3.85477932e+04	2.88165182e+02	(2.49531579e+02 -7.54040541e-16 1.16548379e+01)
1703            	3.85476022e+04	2.88165075e+02	(2.49530334e+02 -7.54038377e-16 1.16546035e+01)
1704            	3.85474037e+04	2.88164991e+02	(2.49529048e+02 -7.54036250e-16 1.16543722e+01)
1705            	3.85471985e+04	2.88164902e+02	(2.49527710e+02 -7.54034201e-16 1.16541458e+01)
1706            	3.85469865e+04	2.88164838e+02	(2.49526333e+02 -7.54032193e-16 1.16539231e+01)
1707            	3.85467686e+04	2.88164771e+02	(2.49524912e+02 -7.54030465e-16 1.16537066e+01)
1708            	3.85465448e+04	2.88164730e+02	(2.49523459e+02 -7.54028627e-16 1.16534944e+01)
1709            	3.85463159e+04	2.88164689e+02	(2.49521969e+02 -7.54026859e-16 1.16532904e+01)
1710            	3.85460826e+04	2.88164674e+02	(2.49520450e+02 -7.54024907e-16 1.16530910e+01)
1711            	3.85458449e+04	2.88164660e+02	(2.49518898e+02 -7.54023315e-16 1.16529003e+01)
1712            	3.85456029e+04	2.88164670e+02	(2.49517327e+02 -7.54021514e-16 1.16527141e+01)
1713            	3.85453575e+04	2.88164681e+02	(2.49515734e+02 -7.54019417e-16 1.16525374e+01)
1714            	3.85451094e+04	2.88164715e+02	(2.49514121e+02 -7.54017445e-16 1.16523652e+01)
1715            	3.85448586e+04	2.88164750e+02	(2.49512489e+02 -7.54016042e-16 1.16522029e+01)
1716            	3.85446054e+04	2.88164806e+02	(2.49510850e+02 -7.54014974e-16 1.16520447e+01)
1717            	3.85443504e+04	2.88164862e+02	(2.49509202e+02 -7.54013880e-16 1.16518966e+01)
1718            	3.85440946e+04	2.88164938e+02	(2.49507547e+02 -7.54012631e-16 1.16517519e+01)
1719            	3.85438379e+04	2.88165013e+02	(2.49505884e+02 -7.54011607e-16 1.16516172e+01)
1720            	3.85435806e+04	2.88165106e+02	(2.49504224e+02 -7.54010832e-16 1.16514855e+01)
1721            	3.85433234e+04	2.88165199e+02	(2.49502568e+02 -7.54010669e-16 1.16513645e+01)
1722            	3.85430672e+04	2.88165310e+02	(2.49500916e+02 -7.54010432e-16 1.16512463e+01)
1723            	3.85428122e+04	2.88165421e+02	(2.49499273e+02 -7.54010561e-16 1.16511396e+01)
1724            	3.85425590e+04	2.88165548e+02	(2.49497644e+02 -7.54010830e-16 1.16510371e+01)
1725            	3.85423076e+04	2.88165684e+02	(2.49496028e+02 -7.54012168e-16 1.16509393e+01)
1726            	3.85420591e+04	2.88165816e+02	(2.49494429e+02 -7.54013091e-16 1.16508548e+01)
1727            	3.85418136e+04	2.88165962e+02	(2.49492855e+02 -7.54014048e-16 1.16507754e+01)
1728            	3.85415713e+04	2.88166119e+02	(2.49491303e+02 -7.54015321e-16 1.16507006e+01)
1729            	3.85413328e+04	2.88166271e+02	(2.49489780e+02 -7.54016958e-16 1.16506402e+01)
1730            	3.85410983e+04	2.88166437e+02	(2.49488290e+02 -7.54017962e-16 1.16505858e+01)
1731            	3.85408678e+04	2.88166612e+02	(2.49486832e+02 -7.54019112e-16 1.16505364e+01)
1732            	3.85406422e+04	2.88166783e+02	(2.49485413e+02 -7.54019505e-16 1.16505023e+01)
1733            	3.85404219e+04	2.88166966e+02	(2.49484028e+02 -7.54019902e-16 1.16504739e+01)
1734            	3.85402068e+04	2.88167156e+02	(2.49482683e+02 -7.54020050e-16 1.16504498e+01)
1735            	3.85399980e+04	2.88167343e+02	(2.49481380e+02 -7.54020077e-16 1.16504397e+01)
1736            	3.85397951e+04	2.88167539e+02	(2.49480112e+02 -7.54019178e-16 1.16504321e+01)
1737            	3.85395993e+04	2.88167738e+02	(2.49478896e+02 -7.54019034e-16 1.16504366e+01)
1738            	3.85394109e+04	2.88167942e+02	(2.49477719e+02 -7.54019143e-16 1.16504449e+01)
1739            	3.85392299e+04	2.88168148e+02	(2.49476591e+02 -7.54019366e-16 1.16504576e+01)
1740            	3.85390569e+04	2.88168354e+02	(2.49475513e+02 -7.54019619e-16 1.16504761e+01)
1741            	3.85388921e+04	2.88168561e+02	(2.49474488e+02 -7.54019763e-16 1.16505007e+01)
1742            	3.85387359e+04	2.88168771e+02	(2.49473518e+02 -7.54019736e-16 1.16505310e+01)
1743            	3.85385884e+04	2.88168981e+02	(2.49472606e+02 -7.54020208e-16 1.16505669e+01)
1744            	3.85384500e+04	2.88169192e+02	(2.49471751e+02 -7.54020351e-16 1.16506083e+01)
1745            	3.85383206e+04	2.88169403e+02	(2.49470955e+02 -7.54020733e-16 1.16506553e+01)
1746            	3.85382008e+04	2.88169613e+02	(2.49470219e+02 -7.54020755e-16 1.16507078e+01)
1747            	3.85380904e+04	2.88169824e+02	(2.49469546e+02 -7.54021224e-16 1.16507653e+01)
1748            	3.85379900e+04	2.88170033e+02	(2.49468931e+02 -7.54021747e-16 1.16508277e+01)
1749            	3.85378994e+04	2.88170242e+02	(2.49468378e+02 -7.54022991e-16 1.16508945e+01)
1750            	3.85378190e+04	2.88170449e+02	(2.49467889e+02 -7.54024041e-16 1.16509652e+01)
1751            	3.85377486e+04	2.88170653e+02	(2.49467464e+02 -7.54025506e-16 1.16510392e+01)
1752            	3.85376885e+04	2.88170855e+02	(2.49467103e+02 -7.54026657e-16 1.16511158e+01)
1753            	3.85376385e+04	2.88171053e+02	(2.49466807e+02 -7.54028403e-16 1.16511948e+01)
1754            	3.85375988e+04	2.88171247e+02	(2.49466579e+02 -7.54029901e-16 1.16512763e+01)
1755            	3.85375693e+04	2.88171437e+02	(2.49466417e+02 -7.54031530e-16 1.16513600e+01)
1756            	3.85375498e+04	2.88171622e+02	(2.49466321e+02 -7.54033089e-16 1.16514459e+01)
1757            	3.85375405e+04	2.88171800e+02	(2.49466290e+02 -7.54034845e-16 1.16515342e+01)
1758            	3.85375413e+04	2.88171972e+02	(2.49466328e+02 -7.54036184e-16 1.16516253e+01)
1759            	3.85375524e+04	2.88172138e+02	(2.49466436e+02 -7.54037951e-16 1.16517190e+01)
1760            	3.85375735e+04	2.88172301e+02	(2.49466610e+02 -7.54039375e-16 1.16518130e+01)
1761            	3.85376050e+04	2.88172467e+02	(2.49466857e+02 -7.54041226e-16 1.16519116e+01)
1762            	3.85376464e+04	2.88172621e+02	(2.49467165e+02 -7.54042543e-16 1.16520119e+01)
1763            	3.85376968e+04	2.88172765e+02	(2.49467543e+02 -7.54044134e-16 1.16521121e+01)
1764            	3.85377575e+04	2.88172911e+02	(2.49467992e+02 -7.54045577e-16 1.16522164e+01)
1765            	3.85378280e+04	2.88173047e+02	(2.49468495e+02 -7.54047061e-16 1.16523219e+01)
1766            	3.85379081e+04	2.88173186e+02	(2.49469068e+02 -7.54048491e-16 1.16524315e+01)
1767            	3.85379974e+04	2.88173308e+02	(2.49469695e+02 -7.54049939e-16 1.16525441e+01)
1768            	3.85380956e+04	2.88173423e+02	(2.49470381e+02 -7.54051210e-16 1.16526578e+01)
1769            	3.85382029e+04	2.88173542e+02	(2.49471127e+02 -7.54052924e-16 1.16527752e+01)
1770            	3.85383187e+04	2.88173645e+02	(2.49471918e+02 -7.54054194e-16 1.16528954e+01)
1771            	3.85384421e+04	2.88173735e+02	(2.49472761e+02 -7.54055549e-16 1.16530163e+01)
1772            	3.85385740e+04	2.88173827e+02	(2.49473661e+02 -7.54057028e-16 1.16531389e+01)
1773            	3.85387135e+04	2.88173904e+02	(2.49474595e+02 -7.54058361e-16 1.16532641e+01)
1774            	3.85388597e+04	2.88173966e+02	(2.49475577e+02 -7.54059454e-16 1.16533898e+01)
1775            	3.85390135e+04	2.88174029e+02	(2.49476609e+02 -7.54061048e-16 1.16535156e+01)
1776            	3.85391748e+04	2.88174079e+02	(2.49477669e+02 -7.54062138e-16 1.16536420e+01)
1777            	3.85393422e+04	2.88174128e+02	(2.49478776e+02 -7.54063556e-16 1.16537683e+01)
1778            	3.85395157e+04	2.88174158e+02	(2.49479916e+02 -7.54064602e-16 1.16538959e+01)
1779            	3.85396950e+04	2.88174182e+02	(2.49481092e+02 -7.54065638e-16 1.16540228e+01)
1780            	3.85398796e+04	2.88174211e+02	(2.49482306e+02 -7.54066798e-16 1.16541477e+01)
1781            	3.85400691e+04	2.88174224e+02	(2.49483543e+02 -7.54067749e-16 1.16542727e+01)
1782            	3.85402626e+04	2.88174225e+02	(2.49484812e+02 -7.54068473e-16 1.16543964e+01)
1783            	3.85404605e+04	2.88174232e+02	(2.49486109e+02 -7.54069596e-16 1.16545155e+01)
1784            	3.85406620e+04	2.88174223e+02	(2.49487421e+02 -7.54070326e-16 1.16546343e+01)
